;USAF;STATION NAME;LAT;LON;ELEV(M);BEGIN;END;REGION
315;232203;KOGALYM;62.183;74.533;69.0;20040706;20081231;ХМАО – Югра
316;232204;ROSCHINO;57.19;65.324;115.2;20040706;20201118;Тюменская обл.
317;232205;UKHTA;63.55;53.817;149.0;20040706;20130719;Коми
318;232210;USINSK;66.0;57.367;80.0;20040803;20130719;Коми
319;232215;MAGNITOGORSK;53.393;58.756;435.9;20090510;20201118;Башкортостан
320;232260;VORKUTA;67.483;64.017;172.0;19530216;20201118;Коми
321;232420;NOVYJ PORT;67.683;72.883;12.0;19320101;20201118;Ямало-Ненецкий АО
322;232560;TAZOVSKIJ;67.467;78.733;8.0;19480101;20201118;Ямало-Ненецкий АО
323;232740;IGARKA;67.467;86.56700000000002;28.0;19480101;20201118;Красноярский край
324;233050;OKUNEV NOS;66.25;52.55;22.0;19480304;20201118;Коми
325;233110;MISVAN;66.95;55.766999999999996;61.0;19600101;20010429;Коми
326;233160;ADZVA-VOM;66.6;59.283;67.0;19590101;19891004;Коми
327;233220;SIVOMASKINSKI;66.667;62.516999999999996;96.0;19590101;19880805;Коми
328;233240;PETRUN';66.433;60.766999999999996;62.0;19590101;20201118;Коми
329;233300;SALEHARD;66.533;66.667;16.0;19320101;20201118;Ямало-Ненецкий АО
330;233310;RA-IZ;66.9;65.667;890.0;19530216;20030821;Ямало-Ненецкий АО
331;233320;SANGOMNOY;66.75;67.75;31.0;19590102;20030624;Ямало-Ненецкий АО
332;233330;JAMBUR;66.8;68.883;32.0;19560101;20030308;Ямало-Ненецкий АО
333;233380;POLUY;66.267;67.867;38.0;19690110;20020906;Ямало-Ненецкий АО
334;233390;POLUJ;66.033;68.683;35.9;19740517;20201118;Ямало-Ненецкий АО
335;233410;JAR-SALE;66.833;70.833;8.0;19570702;19980328;Ямало-Ненецкий АО
336;233450;NYDA;66.633;72.933;7.0;19570701;20201118;Ямало-Ненецкий АО
337;233580;NOVYJ URENGOJ;66.1;76.783;61.9;20120425;20201118;Ямало-Ненецкий АО
338;233630;SDOVETSKAYA RECHKA;66.817;83.667;47.0;19630802;19631229;Красноярский край
339;233650;SIDOROVSK;66.6;82.5;34.0;19590103;19941231;Ямало-Ненецкий АО
340;233680;MUNGUV;66.25;82.167;22.0;19560103;19630118;Ямало-Ненецкий АО
341;233750;KUREJKA RIVER;66.417;87.2;27.0;19590101;20070715;Красноярский край
342;233760;SVETLOGORSK;66.933;88.367;100.8;20120328;20201118;Красноярский край
343;233830;AGATA;66.883;93.46700000000001;278.0;19570702;20201118;Красноярский край
344;234050;UST'-CIL'MA;65.433;52.266999999999996;68.0;19320101;20201118;Коми
345;234110;MUNTNIY MATERIK;65.95;55.15;72.0;19611104;20031011;Коми
346;234120;UST'-USA;65.967;56.917;78.0;19480104;20201118;Коми
347;234160;KOSJU RIVER;65.633;59.15;89.0;19590101;20010722;Коми
348;234180;PECHORA;65.133;57.133;53.2;19570803;20201118;Коми
349;234230;UNSILGORT;65.85;65.0;40.0;19590101;20021114;Ямало-Ненецкий АО
350;234260;MUZHI;65.483;64.717;19.0;19530216;20201118;Ямало-Ненецкий АО
351;234310;PITLYAR;65.833;65.933;16.5;19530216;20201118;Ямало-Ненецкий АО
352;234430;PANGODY;65.833;74.5;51.9;19870601;20201118;Ямало-Ненецкий АО
353;234450;NADYM;65.467;72.667;19.0;19560101;20201118;Ямало-Ненецкий АО
354;234530;URENGOJ;65.95;78.4;23.7;19550701;20201118;Ямало-Ненецкий АО
355;234630;YANOV-STAN;65.983;84.32799999999997;40.0;19570710;20170703;Красноярский край
356;234650;KRASNOSEL' KUPSK;65.7;82.45;24.7;19631002;20201118;Ямало-Ненецкий АО
357;234710;NIZHNEVARTOVSK;60.949;76.484;53.9;19690101;20201118;ХМАО – Югра
358;234711;UST-BAJHA;65.867;86.21700000000001;58.0;20050901;20050912;Красноярский край
359;234720;TURUHANSK;65.783;87.98899999999998;38.0;19320106;20201118;Красноярский край
360;234750;SUKHAYA TUNGUSKA;65.167;87.917;27.0;19690101;19840623;Красноярский край
361;234840;BOLSOJ POROG;65.633;90.01700000000002;65.0;19590101;20061023;Красноярский край
362;234990;TEMBENCHI;64.933;98.867;203.0;19570722;20110308;Красноярский край
363;235010;LEVKINSKAJA;64.783;51.067;167.0;19590101;19961001;Коми
364;235030;IZHMA;65.033;53.967;52.0;19590101;20201118;Коми
365;235040;MICHMAICHMON;64.4;51.016999999999996;250.0;19630615;19631223;Коми
366;235090;KEDVA RIVER;64.233;53.5;60.0;19590101;20041117;Коми
367;235140;IRAEL;64.45;55.133;157.0;19590101;20011020;Коми
368;235160;IJID-PATOK;64.333;58.217;84.0;19630501;19940323;Коми
369;235180;UST'-SUGOR;64.267;57.617;75.0;19480130;20201118;Коми
370;235190;VERHNI SUGOR;64.033;59.5;290.0;19590101;20051008;Коми
371;235270;SARAN-PAUL';64.283;60.883;29.0;19530216;20201118;ХМАО – Югра
372;235310;SHIZHIMGORT;64.883;65.583;24.0;19750716;20010710;Ямало-Ненецкий АО
373;235410;HEJGIJAHA RIVER;64.75;70.967;63.0;19870601;20020224;Ямало-Ненецкий АО
374;235520;TARKO-SALE;64.917;77.817;27.0;19570701;20201118;Ямало-Ненецкий АО
375;235580;KHARAMPUR;64.283;78.15;30.0;19730101;20021130;Ямало-Ненецкий АО
376;235780;VERESHCHAGINO;64.233;87.56700000000002;30.0;19570715;20201118;Красноярский край
377;235850;KOCHUNDEK;66.383;93.117;91.7;19570701;19741001;Красноярский край
378;235890;TUTONCHANY;64.2;93.78299999999999;105.0;19690503;20201118;Красноярский край
379;236040;PEGISHDOR;63.433;50.55;137.0;19630502;20031002;Коми
380;236060;UHTA;63.55;53.817;137.0;19530216;20201118;Коми
381;236080;MESJU;63.233000000000004;52.9;180.0;19590101;20010830;Коми
382;236090;IZVAJIL;63.05;54.467;112.0;19590101;19970506;Коми
383;236110;DUTOVO-IN-KOMI;63.783;56.683;92.0;19590101;19820409;Коми
384;236120;VUKTYL;63.833;57.417;97.0;19830401;20040903;Коми
385;236250;SOSVA;63.65;62.1;28.0;19530220;20201118;ХМАО – Югра
386;236280;SARTINYA;63.367;63.067;50.0;19730101;20010706;ХМАО – Югра
387;236290;IGRIM;63.2;64.483;28.0;19560101;20030223;ХМАО – Югра
388;236310;BEREZOVO;63.933;65.05;32.0;19320101;20201118;ХМАО – Югра
389;236320;KISLOR WEST;63.717;66.7;61.0;19530216;20020604;ХМАО – Югра
390;236350;YUIL' SK;63.667;69.6;85.8;19690101;20201118;ХМАО – Югра
391;236440;NUMTO;63.5;71.333;109.0;19590101;19910720;ХМАО – Югра
392;236560;HALESOVAYA;63.383;78.317;67.1;19600205;20201118;Ямало-Ненецкий АО
393;236570;NOYABR' SK;63.117;75.283;131.0;20120425;20201118;Ямало-Ненецкий АО
394;236620;TOL'KA;63.983000000000004;82.083;33.0;19590101;20201118;Ямало-Ненецкий АО
395;236780;VERHNEIMBATSK;63.15;87.95;46.0;19320107;20201118;Красноярский край
396;236910;UCAMI;63.833;96.65;105.0;19570710;20020807;Красноярский край
397;236990;KERBO;62.717;101.117;230.4;19570710;20201118;Красноярский край
398;236991;VIVI RIVER;63.867;97.833;109.0;20051127;20071023;Красноярский край
399;237010;VESLJANA;62.983000000000004;50.9;103.0;19530216;20201118;Коми
400;237040;ZELEZNODOROZNY;62.617;50.917;87.0;19590101;20021016;Коми
401;237070;UST-VYM;62.217;50.417;80.0;19590101;19601224;Коми
402;237080;LUN';62.233000000000004;52.483000000000004;120.0;19590101;20201118;Коми
403;237090;POMOZDINO;62.2;54.2;154.0;19590101;20010429;Коми
404;237110;TROICKO-PECHERSKOE;62.7;56.2;139.0;19320101;20201118;Коми
405;237140;ZELENETS-IN-KOMI;62.433;55.3;214.0;19590101;19751221;Коми
406;237230;RUZITGORT;62.867;64.967;45.0;19800402;19891004;ХМАО – Югра
407;237240;NJAKSIMVOL';62.433;60.867;51.0;19530216;20201118;ХМАО – Югра
408;237290;TUZKIN-KURT;62.167;64.0;85.0;19530216;19700406;ХМАО – Югра
409;237340;OKTJABR'SKOE;62.45;66.05;72.0;19480101;20201118;ХМАО – Югра
410;237370;MYS SOSNOVIY;62.05;66.4;25.0;19530216;20030606;ХМАО – Югра
411;237410;NIZHNESORTYMSK;62.75;71.667;85.5;20120425;20201118;ХМАО – Югра
412;237450;KOCEVJE;62.467;73.117;80.0;19730101;19940927;ХМАО – Югра
413;237480;KOGALYM;62.19;74.53399999999998;67.1;19881201;20201118;ХМАО – Югра
414;237580;RADUZHNY;62.158;77.313;78.0;20050101;20201118;ХМАО – Югра
415;237740;KELLOG;62.483000000000004;86.28299999999999;60.4;19570710;20201118;Красноярский край
416;237760;BAHTA;62.467;89.01700000000002;57.1;19590101;20201118;Красноярский край
417;237880;KUZ' MOVKA;62.317;92.117;62.0;19570728;20201118;Красноярский край
418;237890;POLIGUS;61.967;94.667;140.0;19591201;20070112;Красноярский край
419;238030;UST'-KULOM;61.683;53.683;144.0;19480101;20201118;Коми
420;238040;SYKTYVKAR;61.647;50.845;98.8;19320101;20201118;Коми
421;238045;OSTAFYEVO;55.508;37.505;172.0;20090701;20201118;Москва
422;238070;VIZINGA;61.083;50.167;134.0;19590101;20010429;Коми
423;238080;LOPIDINO-IN-KOMI;61.133;52.133;133.0;19590101;19890928;Коми
424;238120;JAKSHA;61.833;56.867;131.0;19590101;20201118;Коми
425;238130;UST-UNJA;61.8;57.917;174.0;19630601;19950703;Коми
426;238150;TULPAN;61.35;57.483000000000004;202.0;19620418;20011208;Пермский край
427;238170;LAREVKA;61.2;56.667;152.0;19740821;20050224;Пермский край
428;238200;PIONERSKI;61.2;62.95;63.0;19810101;20020513;ХМАО – Югра
429;238230;VONEGAN;61.95;64.9;111.4;19700108;20201118;ХМАО – Югра
430;238270;BURMANTOVO;61.283;60.483000000000004;127.0;19590101;20040812;Свердловская обл.
431;238290;SOVETSKI;61.333;63.483000000000004;116.0;19740820;19970208;ХМАО – Югра
432;238380;BECAME STN 238281;61.05;68.633;28.0;19690503;19890618;ХМАО – Югра
433;238410;GORSKOVA;61.7;70.667;46.0;19570701;20000303;ХМАО – Югра
434;238430;YERMAKOVO;61.8;74.083;48.0;19570701;19890523;ХМАО – Югра
435;238470;SYTOMINO;61.3;71.3;33.4;19530216;20201118;ХМАО – Югра
436;238480;NEFTEJUGANSK;61.1;72.75;27.0;19881201;19980423;ХМАО – Югра
437;238490;SURGUT;61.343999999999994;73.402;61.0;19320101;20201118;ХМАО – Югра
438;238520;VAR-YEGAN;61.983000000000004;76.733;63.0;19730402;20020708;ХМАО – Югра
439;238590;LOBCHINSKIYE;60.95;78.617;49.0;19590105;19861227;ХМАО – Югра
440;238620;KORLIKI;61.533;82.417;71.0;19690331;20201118;ХМАО – Югра
441;238670;LAR' YAK;61.1;80.25;57.0;19570710;20201118;ХМАО – Югра
442;238830;PEREVALOCHNAYA;61.85;93.46700000000001;456.0;19560101;19591128;Красноярский край
443;238840;BOR;61.6;90.01700000000002;58.0;19530216;20201118;Красноярский край
444;238910;BAJKIT;61.667;96.367;262.0;19570701;20201118;Красноярский край
445;239040;KAZIM;60.333;51.55;126.0;19590801;20020216;Коми
446;239050;UST-CERNAJA;60.5;52.667;152.0;19590101;20010915;Пермский край
447;239090;GAJNY;60.283;54.35;198.0;19530216;20201118;Пермский край
448;239120;NYROB;60.7;56.75;173.0;19590101;20060221;Пермский край
449;239130;PRIISKOVAYA;60.8;58.95;305.0;19740904;19891014;Пермский край
450;239140;CHERDYN';60.4;56.516999999999996;207.0;19320101;20201118;Пермский край
451;239150;POLJUDOV KAMEN';60.5;57.133;523.0;19590101;19910227;Пермский край
452;239160;SOLVA;60.4;59.417;647.0;19600202;19630731;Свердловская обл.
453;239190;POKROVSK-URAL'SKIY;60.133;59.817;229.0;19620605;20000109;Свердловская обл.
454;239210;IVDEL';60.683;60.45;95.0;19480101;20201118;Свердловская обл.
455;239230;SUPRA;60.867;64.9;81.0;19690331;20010719;ХМАО – Югра
456;239250;SANTAL;60.4;63.133;68.0;19530216;20030304;ХМАО – Югра
457;239270;SEVEROURALSK;60.15;60.016999999999996;186.0;19620617;20050829;Свердловская обл.
458;239290;SAIM;60.317;64.217;53.0;19530216;20201118;ХМАО – Югра
459;239330;KHANTY MANSIYSK;61.028;69.086;23.2;19320101;20201118;ХМАО – Югра
460;239331;NIZHNEVARTOVSK;60.95;76.483;55.0;20040831;20081231;ХМАО – Югра
461;239390;ALTAY;60.333;68.967;32.3;19530225;20201118;ХМАО – Югра
462;239460;UGUT;60.5;74.017;48.1;19530216;20201118;ХМАО – Югра
463;239470;SALYM;60.067;71.483;54.6;20120425;20201118;ХМАО – Югра
464;239530;LOBCINSKIJE;60.95;78.783;56.0;19860601;20040610;ХМАО – Югра
465;239550;ALEKSANDROVSKOE;60.433;77.867;48.0;19480104;20201118;Томская обл.
466;239660;VANZIL'-KYNAK;60.35;84.083;99.0;19530216;20201118;Томская обл.
467;239730;VOROGOVO;61.033;89.633;49.0;19530216;20201118;Красноярский край
468;239750;SYM;60.35;88.367;86.0;19530216;20201118;Красноярский край
469;239820;VEL'MO;61.016999999999996;93.43299999999999;121.8;19570710;20201118;Красноярский край
470;239860;SEVERO-ENISEJSK;60.367;93.03299999999999;511.0;19570722;20201118;Красноярский край
471;239870;JARCEVO;60.25;90.23299999999999;58.0;19480101;20201118;Красноярский край
472;239920;UST'-KAMO;60.717;97.51700000000001;178.0;19570731;20201118;Красноярский край
473;240510;SIKTJAH;69.917;125.167;38.0;19690101;19940218;Саха (Якутия)
474;240520;SAHANJA;69.75;128.2;315.0;19690102;19940906;Саха (Якутия)
475;240650;TOMTOR;69.5;132.2;99.0;19810101;19930707;Саха (Якутия)
476;240710;JANGKI-IN-YAKUT;69.767;135.067;49.0;19690101;20020627;Саха (Якутия)
477;240760;DEPUTATSKI;69.333;139.667;284.5;19730102;20201118;Саха (Якутия)
478;240950;VORONTSOVO;69.583;147.533;16.0;19690101;19810122;Саха (Якутия)
479;241050;ESSEJ;68.467;102.367;271.0;19570701;20040524;Красноярский край
480;241250;OLENEK;68.5;112.43299999999999;220.0;19620101;20201118;Саха (Якутия)
481;241360;SUHANA;68.617;118.333;77.0;19590101;20201118;Саха (Якутия)
482;241430;DZARDZAN;68.733;124.0;39.0;19480101;20201118;Саха (Якутия)
483;241520;VERKHOYANSK RANGE;68.85;127.367;683.0;19590101;19631231;Саха (Якутия)
484;241660;JANSK;68.45;134.8;103.0;19590102;20010624;Саха (Якутия)
485;241940;BELAYA GORA;68.55;146.217;41.0;20120829;20201118;Саха (Якутия)
486;241970;DRUZINA;68.233;145.3;152.0;19590101;19930226;Саха (Якутия)
487;242190;YAROL'IN;67.133;108.53299999999999;235.8;19590101;20201118;Саха (Якутия)
488;242310;MAAK-IN-YAKUT;67.733;116.167;70.0;19590101;20030801;Саха (Якутия)
489;242430;MENKERE;67.967;123.4;4.0;19590101;19800108;Саха (Якутия)
490;242570;SOBOPOL-IN-YAKUT;67.117;126.117;184.0;19590101;19790604;Саха (Якутия)
491;242610;BATAGAJ-ALYTA;67.8;130.38299999999998;491.2;19590101;20201118;Саха (Якутия)
492;242630;BATAGAJ;67.65;134.683;214.0;19591105;20201118;Саха (Якутия)
493;242660;VERHOJANSK;67.567;133.4;138.0;19480101;20201118;Саха (Якутия)
494;242750;MALIY TUOSTAKH;67.383;137.217;224.0;19590101;20020629;Саха (Якутия)
495;243220;POLIARNY;66.4;112.03;506.0;19760403;20201118;Саха (Якутия)
496;243290;SHELAGONTSY;66.25;114.28299999999999;236.0;19570701;20201118;Саха (Якутия)
497;243380;EJK;66.033;117.4;304.3;19730101;20201118;Саха (Якутия)
498;243430;ZHIGANSK;66.767;123.4;92.0;19480103;20201118;Саха (Якутия)
499;243610;EKYUCHCHYU;66.767;131.6;200.1;19590101;20201118;Саха (Якутия)
500;243710;UST'-CHARKI;66.8;136.683;273.8;19590101;20201118;Саха (Якутия)
501;243820;UST'-MOMA;66.45;143.233;196.0;19590101;20201118;Саха (Якутия)
502;243960;ARGA;66.5;149.783;40.0;19590101;19931212;Саха (Якутия)
503;244210;AJHAL;66.0;111.53299999999999;396.0;19730101;19890629;Саха (Якутия)
504;244490;BESTYAHSKAYA ZVEROFERMA;65.3;127.117;73.3;19590101;20201118;Саха (Якутия)
505;244620;SEBYAN-KYUEL';65.3;130.0;777.2;20120829;20201118;Саха (Якутия)
506;244770;IEMA;65.3;135.8;674.9;19590101;20201118;Саха (Якутия)
507;244880;BEREZKIN;65.25;143.167;503.0;19600101;19791208;Саха (Якутия)
508;245070;TURA;64.267;100.23299999999999;168.0;19370101;20201118;Красноярский край
509;245250;HABARDINO;64.6;112.51700000000001;251.2;19730518;20201118;Саха (Якутия)
510;245380;CHUMPURUK;64.233;116.917;139.1;19590101;20201118;Саха (Якутия)
511;245440;UGULYAT;64.55;120.5;146.0;19590101;20021229;Саха (Якутия)
512;245570;SOGO-HAYA;64.283;126.45;85.0;19590101;20201118;Саха (Якутия)
513;245610;SYURYUN-KYUYEL';65.0;130.683;737.0;19570702;19880627;Саха (Якутия)
514;245840;RAZVEDCHIK;64.5;140.667;1013.0;19590101;19700607;Саха (Якутия)
515;245850;NERA;64.55;144.4;518.5;19590101;20201118;Саха (Якутия)
516;245880;YURTY;64.05;141.88299999999995;589.7;19620625;20201118;Саха (Якутия)
517;245890;SAYYLYK;64.367;143.083;676.0;19590101;19630124;Саха (Якутия)
518;245980;DARPIR;64.167;148.033;841.0;19590101;19950920;Саха (Якутия)
519;246060;KISLOKAN;63.583;103.96700000000001;211.0;19560101;20201118;Красноярский край
